IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
479,3.7510693284,3.7187269315,3.4605186069,3.547656906,3.5350798905,3.7407749789,3.7008564014,3.5476274276,3.7359221391,3.6116015627,3.7610716044,4,2.8796387309,4,1,4,3.5791273289,1,3.7692307692,4.0286535212,3.9385324498,4.1242864907,4.0977139139,3.6913897024,3.6738127706,3.4605186069,3.4605186069,4,4,4,4,3,3.6955660833,3,3.6652475401,3.7243669595,3.6239264408,3.6866751871,4,3.8267902684,4,4,3.1441898939,3,4,110.823339587
480,4.1699393585,4.0912896723,3.5068894992,3.8739821045,3.512599835,4.1084828083,3.6537626705,3.9923085951,4.0960834247,3.963461095,3.6659725183,4,3,4,1,4,4,3,3,3.6959424538,3.6757220365,3.814380086,3.7461523329,3.4036134756,3.6388698174,3.5068894992,3.5068894992,3,4,4,4,3,3.6429572942,4,4,3.9360937649,4,4,3,4.0744252553,4,4,3.6179433609,3,3,112.75263919
481,4,4,3.5660406836,3.7921501201,3.7335496421,4,3.7210183036,4,4,4,4.0117152133,4,3,4,1,4,3.623810518,1,4.0074508497,3.965737605,3.9321493244,4.1521497643,4.0149003736,3.6308610093,3.6845521208,3.5660406836,3.5660406836,4,4,4,4,3.7081026763,3.9033682956,4,3.7678209577,3.7953210321,3.6905907772,3.7636180014,5,5,4,3.9661249915,3,4,4,107.134204355
482,3.8367662137,3.8002448028,3.3309903899,3.6059118998,3.624034324,3.8236185996,3.5724382786,3.7142387677,3.807516596,3.6895274926,3.7115071597,4,3,3,1,4,3.5363877309,2,3.6843118378,3.8813218378,3.8236268241,3.8016928415,3.9382987197,3.4458566677,3.6522144904,3.3309903899,3.3309903899,4,4,4,4,3,3.7213052771,4,3.5413349588,3.6598494823,3.5370877976,3.6210275961,4,3.8279429515,4,3.600188513,3.2046033831,2,3,107.480709329
483,5.2134523674,5.1566745733,4.2600351573,4.9492821896,4.704239907,5.0815329431,5,4.9766612462,5.1543602405,5.0402473569,4.9237516995,5,5,5,1,5,4.7507247168,1,4.9824112114,5,5,5,4.8969228483,5,5,4.2600351573,4.2600351573,5,5,5,5,4,4.8654050534,5,4.8074802442,4.8713519966,4.771808693,4.843517229,5,5.1119886938,5,4.9198721521,4.8814421596,4,5,112.75263919
484,4,4,3.8975994407,4,4,4,3.5823504028,4,4,4,4,4,5,4,3,4,3.8843327214,1,4,3.4342874537,3.4629027558,3.9464999203,3.4467128314,3.4378878721,3.4786627095,3.8975994407,3.8975994407,4,4,4,4,4,4,4,4.0093402328,3.9974201775,3.9499668751,3.9383379985,4,5,4,4.0425094042,5,4,4,105.914146341
485,4,4,3.6532946593,3.8258725723,3,4,3.5793426564,4,4,4,4,4,2.9443466235,4,5,3,3.8880901113,1,3.8256264107,3.4309416619,3.3946771284,3.9989416574,3.4963444428,3.5917685708,3.3498634595,3.6532946593,3.6532946593,4,4,4,3,3,3,4,3.9722031504,3.9676323109,3.9474459744,3.8976343655,4,3.9599334977,4,3,3.413011293,4,4,107.134204355
486,3.9824694405,3.8963203913,3.4665593592,3.6421048161,3.1211298504,3.8418768676,3.6622479817,3.5618118228,3.9017774212,3.735218316,3.6892238835,3.7950856596,3.4823448545,4.6569667333,1,3.4797332981,3.5960448584,0,3.928214204,3.6934211807,3.6655821276,4.2579721728,3.7610666723,3.5725855131,3.3894530863,3.4665593592,3.4665593592,4.4518026891,4.2695773296,3.8100505403,3.7463150374,3.8625709406,3.4420100453,3.9036926621,3.8354805844,3.813197902,3.7226649739,3.7646668579,4.7143787652,4.0301288332,3.9702175975,3.8767635814,3.9319821904,3.6975550901,4.6104226776,112.75263919
487,4,3,3.5324902907,3,3.6846910058,3,3.2612848268,3,3,3,3.80683417,4,3.1307228488,4,5,4,3.1856840337,1,4,3.5931876737,3.4954322629,3.8880867284,3.6173560757,3.4174115212,3.260533186,3.5324902907,3.5324902907,4,4,4,4,3,3.7187350275,4,3.3641706403,3.3047279361,3.2703761077,3.2744316826,4,4,4,3,3.0898418327,3,4,107.134204355
488,4.0906231958,3.9320257925,3.5807952044,3.8065567973,3.5210284438,3.8865209968,3.4300887354,3.6520106006,3.9806407814,3.858659394,3.9077429141,3.7390530733,3.946648911,4.6126807346,3,3.5156036177,3.5631338413,0,3.9790330615,3.3567668335,3.3723538104,4.0172626453,3.3948829018,3.4214984789,3.2045941876,3.5807952044,3.5807952044,4.4125037573,4.2397680712,3.876303221,3.8998746743,3.9343219801,3.6929275818,3.9762496905,3.8075589439,3.714309305,3.6850303733,3.6718850874,4.5960929695,4.0935284619,3.9523662915,3.9383636183,4.1907512155,3.6876304322,4.5549810326,111.729075
489,5,5,3.8003723056,4,3.1105509323,5,3.6921533404,4,5,5,3.5983986932,4,4,4,2,3,4.0765144924,3,4,3.2578161787,3.2926610639,4.0543475338,3.3004299678,3.3939438091,3.3507867344,3.8003723056,3.8003723056,4,5,3,3,5,3.3784087839,4,4.2109932302,4.2448255825,4.1680450947,4.1506089438,3,4,4,3.9061461954,5,3,4,114
490,3.8527737828,3.7874727778,3.5772596051,3.6416197882,3.6057561683,3.7784968354,3.7169563457,3.539508842,3.8185896727,3.6951641643,3.9404162632,3.8787474311,3.2065288428,4.5505777985,5,3.7713404997,3.5986188734,0,3.963661355,3.9733102784,3.9042071775,4.2964623566,4.0387184015,3.7824054381,3.5951805981,3.5772596051,3.5772596051,4.4093066438,4.2712788426,3.9062812027,3.9058531884,3.6493220945,3.7936732233,4,3.7844657977,3.7572458445,3.6904955805,3.7260129105,4.6005572409,3.954787774,4.0601254223,3.9082844634,3.5235392144,3.7113832665,4.4879715197,110.053877551
491,5,5,3.7236330637,4,5,5,4.013786811,3,5,5,5,4,3,5,1,2,4.0865418054,1,4.1984429814,4.0000405415,3.9869981482,4.3845456614,4.0767940489,3.8564772757,3.8134663697,3.7236330637,3.7236330637,5,5,4,5,3,3,5,4.2011597788,4.2527205888,4.1530962716,4.197065467,5,5,4,3,4,3,5,110.971514196
492,5,5,4.4821107844,4.9373649642,5,5,4.5748320365,5,5,5,5,5,4.6556749396,5,2,5,5,1,5,4.689910107,4.6959991873,4.8434382164,4.740754956,4.4988473735,4.5739917156,4.4821107844,4.4821107844,5,5,5,5,5,5,5,5,4.8056760748,5,5,5,5,5,5,4.8029924382,5,5,114.904259259
493,4,4,3.6916898528,3.7588487704,2.8697834545,4,3.1721901271,4,4,4,3.4677618965,2,5,5,4,2,4,1,4,2.6463588591,2.6913128864,3.8571621105,2.6592842411,3.0421147488,2.7115611899,3.6916898528,3.6916898528,3,5,2,2,3,3.1235855788,4,3,3.7517386383,4,4,5,5,2,3.736600632,5,4,5,107.134204355
494,4.2252143268,4.1584016559,3.6535892928,3.9536760958,4.0487110907,4.1041361709,3.8469610957,3.9362169576,4.1723283951,4.0475622072,4.3385907278,4.1938712701,4.0414464209,4.7470225128,1,4.1833803266,3.6863480295,0,4.2496387207,4.1611088851,4.1442480792,4.3442902986,4.2134432572,3.8302540224,3.8168273127,3.6535892928,3.6535892928,4.6779771817,4.4452266313,4.2100210754,4.3953433446,3.8905288828,4.2112480127,5,3.8811119088,3.8579820465,3.7691981911,3.845205774,4.7949840935,4.2797059512,4.3789694621,4.2396626481,4.1780391942,3.9607298608,4.7354712846,112.75263919
495,4,4,3.4839646627,4,3.1808262616,5,3.6390909953,2,4,5,3.7331399839,5,3.6932357971,4.6674774062,1,4,3.6765506568,0,4,3.5658465836,3.5699070079,4.1892647311,3.6307292757,3.524202318,3.3474408185,3.4839646627,3.4839646627,4,4,3,4,3.9268395912,3.485156126,4,3.9085856451,3.8775658498,3.7992301994,3.826603584,5,5,4,3.9327402472,4.150978233,3,5,112.75263919
496,3.9286706752,3.8707272202,3.5543879228,3.6235070643,3.5612483966,3.9030691161,3.6363293238,3.7440580958,3.8755436878,3.72805612,3.7737653005,3.8703630324,3.5379627827,3.9550740442,1,3.6885858852,3.5376893443,0,3.7853037396,3.9091054358,3.841749709,3.9955431847,3.9451486946,3.467322966,3.6624358912,3.5543879228,3.5543879228,3.8002453496,4.0124077684,3.7078486432,3.8113455881,3.5439495383,3.7114265942,3.8926578494,3.6210285594,3.7148530828,3.5808018768,3.6678118228,3.7737641254,3.9698531198,3.8977106736,3.7203933282,3.5323481981,3.5313894364,3.9366163605,112.75263919
497,4,3,3.2384970864,3.2278869015,3,4,3,3,4,3,4,3,2,4,3,3,3,1,3,3,3,3,3.3327746095,3,3,3.2384970864,3.2384970864,4,2,3,3,3,4,4,4,3.3944696257,3,3,4,3,3,4,2,3,3,111.729075
498,4.7649901691,4.6947578683,3.766540519,4.5193285069,4.139897403,4.6077611149,4.202959364,4.4856559357,4.6997577119,4.5924119157,4.3928032687,4.3745942264,3.9122176955,4.7245370044,1,5,4.3534268178,0,4.5157105395,5,4,4,4.3186674469,4,4,3.766540519,3.766540519,5,4.4747135952,4.2874205539,5,3.9013187254,4.3143222508,5,4.4128064736,4.4577864174,4.3793842506,4.4250787711,5,4.6374833316,4,4.4389790953,4.4106794778,4.0991314809,4,112.75263919
499,5,5,4.0090595446,4.446930773,4.5119842925,5,4,4,5,4,4.6981654126,5,4,5,1,5,4.1769402899,1,4.6107989496,4,5,5,4.5967916625,5,4,4.0090595446,4.0090595446,5,4,5,5,4,4.6351280616,5,4.289055927,4.3219287969,4.219345669,4.3042243067,5,4,5,5,5,4,5,112.75263919
500,4.183763052,4.0822356247,3.5828576937,3.9241668471,3.4111172543,4.0348863528,3.766507178,3.7970261178,4.1070723093,3.9773858069,3.8311349606,3.8620653745,3.3796374662,4.5813620752,1,3.6543373329,3.8892140068,0,4.0535865614,3.706549964,3.6980907516,4.2351912619,3.7840460279,3.7205769098,3.5127647529,3.5828576937,3.5828576937,4.4319509471,4.2595573985,3.8719323252,3.9227575515,3.7897963457,3.6493414864,4.0380748896,4.0480281235,4.0334675128,3.9768155662,3.9820536991,4.5837851297,4.1573618353,4.0290394456,3.9687357625,3.9104142312,3.7410616463,4.5344543089,112.75263919
501,5,4.8902189859,4.0324523927,4.6939436541,4.4074033451,5,4.4062277124,5,5,5,4.633258578,5,4.2648760721,5,1,4,4.5061327093,1,4.7108486448,4.4914868313,4.5179379119,4.6331373974,4.5688707068,4.2686485069,4.3422709159,4.0324523927,4.0324523927,5,4,4,5,4.1521144367,4.5669661226,5,5,4.6238524246,4.5309971385,4.5913328706,5,5,5,4.6426267748,4.6282946895,5,5,112.75263919
502,4.6758647051,4.611090409,3.8486920636,4.3722767998,3.6087911427,4.5491972159,4.2888240963,4.3374935602,4.603620287,4.4548087911,4.0612567489,4,3.5853621583,5,1,4,4.4206685441,1,4.4114190383,4.1987168063,4.1976963544,4.5989924322,4.2961319922,4.1098290874,4.0359099407,3.8486920636,3.8486920636,4,5,3,5,3,3.9068327828,5,4.5055144558,4.576800797,4.4764265631,4.5160257622,4.735040959,4.5855223097,4,4.3032786571,4.2434178382,4,5,112.75263919
503,2,2,3.3094060144,2.044962441,4,2,2,2,2,2,5,4,5,5,1,3,1.9163254101,1,3.2322895882,4,2,5,3.9164567314,4,2,3.3094060144,3.3094060144,5,4,4,4,4,4,4,2.4894268825,2.3386843152,2.1868883896,2.3380420296,5,2,4,2,2.9293408007,4,5,112.75263919
504,3.7199018599,3.5848624359,3.8566417381,3.5120083566,3.9283026422,3.6909938003,3.3446013269,3.5092811024,3.6573663573,3.5518869203,3.9647731392,3.7436908638,3.7774289111,3.9900271809,5,3.5759681455,3.3182831508,0,3.7327141854,3.6425342417,3.5461438322,3.9033692944,3.6295400056,3.3800151179,3.4249986772,3.8566417381,3.8566417381,3.7365016721,4.0910968918,3.7742549672,3.7326822917,3.695202044,3.9093452717,3.8192939619,3.4678908331,3.4480117578,3.3904384585,3.4046058976,3.7456302894,3.8560318894,3.8262274727,3.6822489737,3.4255340332,3.5145283496,3.9031250753,111.182040816
505,3.8285853538,3.7535097286,3.596075319,3.6077734231,3.7325149814,3.7451006337,3.6417572798,3.5149032022,3.7894291104,3.6677906447,4.0427316444,3.9007516744,3.4669122446,4.5975019852,5,3.8148794394,3.4742476884,0,3.975840999,3.9576410439,3.8915902659,4.2665159043,4.0078611319,3.7238417936,3.561386045,3.596075319,3.596075319,4.4510245699,4.3054369492,3.9658942288,3.9701709058,3.7156642959,3.8928125871,4.061081099,3.6927218969,3.641428952,3.5766546684,3.6186545193,4.6517146782,3.9563648612,4.0984388194,3.94503572,3.6408193098,3.7374078904,4.5360690495,111.182040816
506,3.7044688813,3.5569753993,3.6935717419,3.5120568834,3.7068948324,3.5739276474,3,3.3060550827,3.6351588076,3.5315555496,3.9971593213,4,3.6350201789,4.6324871925,5,4,3.309325893,0,3.8765175881,3,3,4,3.5451292825,4,4,3.6935717419,3.6935717419,4.3937997006,5,4,4,4,3.8033585687,4,3.5949547429,3.4540590439,3.4471829983,3.4246074112,4.6545492962,3.8564069102,4,3.8497407865,3.6929634144,3,4.5256046994,111.182040816
507,4,4,3.710761656,4,4,4,3.9702685477,4,5,4,4,4,3.6774384034,5,1,4,4,1,4.1791052049,4.1560258474,4.1164795215,4.4292997804,4.2218348056,3.8735426876,3.8495294021,3.710761656,3.710761656,5,5,4,4,3,4,4,4,4.0583539263,4,4,4,4,4,4,3.9881938707,3,5,110.971514196
508,5,4.1724068671,3.5635450469,4,3.8300503896,4.1401693717,3.7516446372,4.0052908296,4.1843294492,4.0627846937,4.0457489306,3,3.789687994,4,1,4,3.7850501132,1,4,3.9001644883,3.8965042011,4.0679068585,3.9553355589,3.6307239863,3.718017263,3.5635450469,3.5635450469,4,4,4,4,3.6633420707,3.969933639,4,4,3.9223886141,3.8267432851,3.8872934783,4,5,4,4.0060883895,3.9743625945,4,4,99.048
509,4.1106872628,4.0413854608,3.5918162341,3.8718529786,3.6504836997,4.0296264774,3.7936798014,3.8477485795,4.0600455143,3.9371423,3.9128592187,4,3,4,2,4,3.8210027488,1,4.0011783021,3.9316147336,3.8945040723,4.1714644615,3.9989058481,3.7291600455,3.7009623135,3.5918162341,3.5918162341,4,4,4,4,4,3.8194425847,4,3.9155623517,3.9564383464,3.8709944058,3.9130504125,4,4.1070904856,4,4,3.6710325921,4,4,102.654321429
510,3.4603732048,3.3635903527,3.1789251558,3.0753387766,2.4400553285,3.4030405354,3,3.1337028721,3.3671712908,3.1787403992,2.9145696547,3.2201152046,4,4,1,2.710364473,3.1605182917,3,3.221008172,3,3.040186657,3,3.1507231593,3,3,3.1789251558,3.1789251558,3,3.6102297875,3.0822113615,2.9222042406,3,2.7265932977,3,3.3048702371,3.384332288,3.2546350477,3.3005796175,2,3.4980553465,3.2383707572,3.1224497326,3.1496091308,3.0324140508,4,107.134204355
511,3.7165688396,3.6422803058,3.3989628338,3.5051785404,3.4857443243,3.6602762464,3.4660396142,3.4716438392,3.6748775735,3.5592074256,3.6932470837,3,3.0751392969,4,1,4,4,1,3.6920866218,3.6879413537,3.625432673,3.9081606915,3.7414655072,3.4603025131,3.4183523397,3.3989628338,3.3989628338,4,3,3,4,3,3.6113320195,4,4,3.5774054341,3,3,4,3.7662825963,3,3,3.2652441237,5,4,107.480709329
512,4.4778493374,4.3861751784,3.6457459094,4.1699950542,3.579674667,4.3323714006,4,4.1581557661,4.3901027669,4.2531313708,3.9341937844,4,3.7217010836,4,1,4,4.0862479152,1,4,4,4,4,3.9100522252,4,4,3.6457459094,3.6457459094,4,4,4,4,4,3.8052768736,4,4.1728378153,4.2287914364,4.1369378161,4.1732823961,4,4.3750613527,4,4,4.1705615454,4,4,107.480709329
513,3,3.8833229028,3.808018249,4,3.5450806503,3.8918391101,3.9363959296,3.6039681126,3.9078816945,3.7613729061,3,3,2,5,3,4,3.7565116049,1,5,4.1889869789,4.0899843174,4.5903549621,4.2542603881,3.9815428753,3.7625621149,3.808018249,3.808018249,5,5,4,5,5,3.7937055232,5,4,3.9500671983,3.8683835069,3.908195397,5,5,5,5,3,4,5,112.276359223
514,4,3,3.431211236,3,4,3,3,3,3,3,3,4,3,4,3,3,3,1,3.5728267384,4,3,3,3.5808793748,3,3,3.431211236,3.431211236,4,4,4,3,4,4,4,3,3.1223660197,3,3,4,4,4,4,4,4,4,105.914146341
515,3.9536174223,3.901964724,3.6055065725,3.6145595123,3.1261372372,3.9121036151,3.8165781357,3.6532674127,3.8958432153,3.7179436419,3.5968055268,3.8646145245,3.2290733072,4.3158653854,1,3.5059589141,3.7100382973,0,3.8505752634,3.9442192675,3.8637958631,4.2999245033,4.0068046411,3.647239251,3.6406898186,3.6055065725,3.6055065725,4.0899477397,4.2016803479,3.7274360317,3.6419661803,3.7511086913,3.4260996862,3.8366633656,3.8533973702,3.9287996992,3.796067252,3.8653376919,4.2381032957,4.0164062754,3.9263718226,3.7650262022,3.5648506855,3.6448352109,4.2707054012,107.134204355
516,3.8832565742,3.8113292645,3.4895842167,3.6475524511,3.7023135907,3.8142929419,3.5727456821,3.6456056937,3.8371044843,3.7184917921,3.9040632706,2,3,4,2,4,3.5063975927,1,3.7142857143,3.840496633,3.7913625458,4.0077626465,3.8880688629,3.5445166704,3.5608757391,3.4895842167,3.4895842167,4,4,4,4,4,3.8235939,4,3.6306991422,3.6503022966,3.5637861784,3.6186456285,4,3.9312130132,4,3.7998504343,3.5512803136,3,4,107.134204355
517,3.3486078551,3.2306846224,3.3227882982,3.0914203529,4,3.3026946383,3.1034145811,3.0290220356,3.2769797235,3.1337967138,4,4,3,3,3,2,3.1762669628,2,3.2629918044,3.1257591161,3.0312492339,3.6589288133,3.1598279784,3.052597205,2.9278734545,3.3227882982,3.3227882982,4,4,3,2,3,3,3,3.3217176296,3.3374212438,3.2675317418,3.2629427547,3.514495052,3.4301604145,3.268318354,3.1564480527,2.8965232159,2,3,111.729075
518,4.5690945656,4.5080744836,4.1270204099,4.4666909632,4.8453765414,4.5123759725,4.2730137253,4.41274906,4.5562533943,4.4931233939,4.8148767774,5,3.8529184131,5,4,5,4.2804719911,1,4,4.6404665806,4.5992652646,4.5976225045,4.7020146671,4.3777723782,4.3701035679,4.1270204099,4.1270204099,5,5,5,5,4,4.8376961224,5,4.3265214093,4.3381808858,4.289534139,4.3256435168,5,4.5840776259,5,4.5364420109,3.9857653684,4,4,107.134204355
519,4.0202477699,3.8960785544,3.6340215905,3.6784579878,3.3852404922,3.9230846046,3.4696024245,3.7284326225,3.9196691426,3.7688378911,3.6746331317,3.7366344931,3.8439876968,4.0446710161,2,3.4099268416,3.5442583349,0,3.7688478062,3.492193399,3.4589734747,3.8949350269,3.5115742802,3.2805552163,3.3779762927,3.6340215905,3.6340215905,3.8034641545,4.0364366492,3.6630382893,3.6792502577,3.779354791,3.5443853226,3.7876206587,3.6797675062,3.7206776866,3.6197926812,3.6576478846,3.8222143987,4.0245192801,3.7872656793,3.6996449593,3.8450360727,3.5167978359,4.0054598362,107.134204355
520,4,3.6042432691,3.3780255074,3.3537093112,3.2382050933,3.6043241286,3.4395130349,3.3702890263,3.6144648448,3.4552246035,3.6311475469,4,3.4234521595,4,1,3,3.2566506869,1,3.6783393042,3.6933537976,3.6263598781,4.009025458,3.7340677275,3.3562966836,3.3455635963,3.3780255074,3.3780255074,4,4,4,4,4,3.4637890828,4,3.4609456574,3.4709523858,3.3590266474,3.4309367781,4,3,4,4,3.5353653339,3,4,112.75263919
521,4,4,3.7735791786,4,4,4,3.9711425593,4,4,4,4,4,3.9534269184,5,1,4,4,1,4,4.3946004877,4.3397634773,4.4623230413,4.4428321276,3.9422868839,3.9982620511,3.7735791786,3.7735791786,5,5,4,5,4,5,5,4,3.908932325,4,4,5,4,4,4.2857142857,4.0075646208,4,5,110.971514196
522,4,3.0071982975,3.0351183492,3,2.7933381555,3.046282486,3,2.7859628502,3.0665978101,2.9500535862,3.0837227059,3,2.5334306234,3.6702748925,4,3,2.9168217333,0,3,4,3,3,2.9705989994,3,3,3.0351183492,3.0351183492,3.4311628901,3,3,3,3.0296822084,2.9314371995,2,3.0932291038,3.0507977642,3.0138325738,2.9968329252,3,4,3,2,2.7635440002,3,3.5732233989,101.342996845
523,5,4.0236623238,3.8414947007,3,3.6964695568,4.0036197818,4,3.755868346,4.0683942646,3.927801825,3,4,5,5,3,4,3.5856733467,1,4.1160281473,4,4,4,3.6155295426,4,4,3.8414947007,3.8414947007,5,4,3,4,5,3.8725674726,4,3,3.776055943,3.7246803562,3.7339913722,5,4,4,4,4,3,5,121.53
524,4.4085196476,4.3728000079,3.8648537515,4.3075247846,4.7261950764,4.4065241631,4.0910033653,4.3846811957,4.4066212929,4.348113631,4.5304542995,5,3.5391851047,3,3,5,5,2,3,4.5081299299,4.4627493684,4.1914652271,4.567727385,4.0857592742,4.3182928961,3.8648537515,3.8648537515,5,5,5,5,3,4.6605463104,4,3,4.1757111925,5,5,3.8296297626,4.3616249189,5,4.2012573198,3.5575469063,3.8683646798,3,110.823339587
525,4.1398899302,4.0286539708,3.4474822192,3.7987988717,3.2260242629,3.9581144915,3.6055278772,3.7154303947,4.0394241838,3.8865038422,3.7357379442,3.7872765392,3.7010536014,4.5821363561,1,3.5081228483,3.6706438504,0,3.9673895656,3.5302528156,3.5422756133,4.1140880718,3.5945442183,3.4844832857,3.3375507271,3.4474822192,3.4474822192,4.4059725641,4.2073518856,3.807937301,3.8468587787,3.861531389,3.5080147717,4,3.8832173925,3.8591477934,3.7822207682,3.8096106135,4.5940877886,4.1160053226,3.9590768131,3.9124476374,4.138859063,3.6825901166,4.551166379,107.480709329
526,3.7694155406,3.643381025,3.5616332555,3.5145915539,3.5619168511,3.6314382701,3.3837792302,3.376904432,3.6944200134,3.569485501,3.9230149484,3.7175188776,3.7213309214,4.5991015176,1,3.5345193159,3.3009581088,0,3.8680485878,3.5604424941,3.5181544933,4.0896652716,3.5905874822,3.4612687357,3.2395677763,3.5616332555,3.5616332555,4.3850114142,4.2479788512,3.8674135262,3.8028966083,3.8255559646,3.7189770603,3.904051591,3.5790498326,3.4761117771,3.4345918429,3.4467131148,4.6317073701,3.8906203452,3.9420097866,3.8488806833,3.8228838752,3.6436581423,4.5226801917,107.480709329
527,3.79424223,3.6697073104,3.5659062441,3.5435456573,3.7884195516,3.6553073362,3.3602927641,3.4344539577,3.7219731084,3.6055370851,4.0772673375,3.788819127,3.9538709247,4.5924984398,3,3.6838617956,3.2339201427,0,3.9122445191,3.6255063237,3.5901275832,4.0511733527,3.6455960576,3.4476958791,3.2926139691,3.5659062441,3.5659062441,4.4108407909,4.2598846019,3.9466049328,3.9522700353,3.8243979511,3.9005415483,4.0047909422,3.5129502582,3.4045987993,3.3604241074,3.3869784348,4.62079967,3.922120974,4.0181764863,3.9140841501,3.9183151464,3.6783786104,4.5288824047,111.729075
528,5.0466187568,4.9611946563,4.2277350834,4.7436105928,4.6811640599,4.9003314612,4.4177578072,4.7906650836,4.9683423848,4.84720135,4.8946887644,5,4.875129121,5,1,5,4.4209867507,1,4.8461845615,4.5928365024,4.6179226848,4.7341897731,4.6402604974,4.2800719321,4.4139542764,4.2277350834,4.2277350834,5,5,5,5,5,4.8115354603,5,4.5423889332,4.5678014964,4.4692125353,4.5446227846,5,4.9938182762,5,4.8184954692,4.9734995341,5,5,112.75263919
529,4,4,3.5195017727,4,4,4,4,4,4,4,4,4,3.4877339287,4,1,4,3.7588907263,1,3.9979098623,4,4,4,4.0859544189,4,4,3.5195017727,3.5195017727,4,4,4,4,3,4,4,3.8261072999,3.8950134966,3.788781221,3.8612136764,4,4,4,3.9309305597,3.6968048953,4,4,112.75263919
530,5,5,4.2156530821,4.8147939743,5,5,4.3865833508,5,5,5,5,5,5,5,1,5,4.4199615498,1,4.9067603917,4.5370210193,4.584403977,4.7073472261,4.5829532154,4.2677631333,4.3790490291,4.2156530821,4.2156530821,5,5,5,5,5,5,5,4.55754836,4.5572518785,4.4723715055,4.5403128101,5,5,5,5,5,5,5,107.134204355
531,3.8281231662,3.7181908649,3.6750377227,3.6135727058,3.5271266709,3.718619948,3.5922473461,3.4398427587,3.7703668263,3.6483292104,3.9065604278,3.7828014477,3.3537574137,4.6666124778,4,3.5840105127,3.5485947222,0,3.9451558107,3.7320943762,3.6682182655,4.2792353981,3.7825558179,3.6972251942,3.3983595437,3.6750377227,3.6750377227,4.4512727919,4.3303362862,3.9020719755,3.7930474919,3.8218551383,3.7090138153,3.9403878088,3.7902323196,3.7076105132,3.6717409821,3.6686907006,4.7091457751,3.9460438846,3.9964253266,3.8916854535,3.6425227072,3.7151955587,4.5748518099,107.134204355
